,chain,protocol,current_usd_tvl,max_usd_tvl,launch_date,totalLiquidityUSD,last_day_tvl,month,quarter,start_of_month_tvl,monthly_tvl_share,start_of_quarter_tvl,quarterly_tvl_share,chains_tvl_share,chains_tvl_share_floor,chains_tvl_share_floor_sort,monthly_tvl_floor,monthly_tvl_share_floor,monthly_tvl_share_floor_sort,num_protocols_threshold,num_protocols,num_protocols_threshold_pct_chain,num_protocols_threshold_pct_share
799,Polygon,onering,4475.72975,10167.52865,2022-02-21,3899091473.513136,4044135732.1409907,2022-02-01,2022Q1,4994541603.967293,14.908483862637873,5507295577.612607,15.609815650927278,12.572364058235493,10.0,10.0,3000000000.0,10.0,10.0,0,1,0.0,0.0
619,Polygon,88mph,4498.37867,68264.26929,2021-10-16,4596956306.923815,4465616039.76378,2021-10-01,2021Q4,4548431395.171724,20.219178497538547,4383704677.116872,20.201668524484514,15.135151666155306,15.0,15.0,4000000000.0,20.0,20.0,0,1,0.0,0.0
840,Polygon,revest-finance,4579.82756,21262.52326,2022-02-15,4749973003.958655,4809684573.340956,2022-02-01,2022Q1,4994541603.967293,14.908483862637873,5507295577.612607,15.609815650927278,14.592183107947132,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
629,Polygon,polyquail,4596.76843,7113.00923,2022-02-10,5498503446.84432,5378054685.702989,2022-02-01,2022Q1,4994541603.967293,14.908483862637873,5507295577.612607,15.609815650927278,15.325741627094347,15.0,15.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
538,Fantom,woofi,4739.4453,57834.41025,2022-04-23,5446772970.023433,5492181658.920733,2022-04-01,2022Q2,6914473791.623877,20.78921139881647,6626844273.719033,20.58659918779185,18.891914802616515,15.0,15.0,5000000000.0,20.0,20.0,0,1,0.0,0.0
32,Arbitrum,carbon-finance,4896.35329,209814679.48376,2021-09-12,1627472116.764605,199902763.69190288,2021-09-01,2021Q3,23486759.719096858,0.1826608561536663,13986446.814417878,0.20324486650277374,1.0159934855311838,0.0,0.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
170,Avalanche,cougarswap,4971.32136,508233.86762,2021-11-19,10910034061.313951,11374905184.752436,2021-11-01,2021Q4,8641234025.30953,25.22351469226401,3823265970.3443656,17.618967859996502,30.86716151134202,30.0,30.0,10000000000.0,25.0,25.0,0,1,0.0,0.0
391,Fantom,waterfall-finance,5100.757770000001,4511874.56888,2022-01-11,5247829278.147728,5445004460.030289,2022-01-01,2022Q1,5271454870.493362,14.49261681703181,4884712105.945583,13.84517217336593,16.309355289442937,15.0,15.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
75,Arbitrum,parrot-defi,5107.09438,1182049.50015,2021-09-24,833954439.6610212,821759471.668163,2021-09-01,2021Q3,23486759.719096858,0.1826608561536663,13986446.814417878,0.20324486650277374,4.414295802455938,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
694,Polygon,dehive,5202.16263,195872.02901,2021-12-04,4967363814.548608,5110503966.901051,2021-12-01,2021Q4,5121508472.082664,12.554922751616838,4383704677.116872,20.201668524484514,12.651657474508928,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
158,Avalanche,bxh,5255.58766,253697.68614,2022-05-27,4019463281.8889875,4280031859.640134,2022-05-01,2022Q2,9088179927.001797,36.38805112144741,11036804006.080185,34.286343695817095,30.317186559851027,30.0,30.0,4000000000.0,35.0,30.0,0,1,0.0,0.0
283,Avalanche,spice-trade,5255.90772,378757.41375,2022-06-08,3890664759.053761,3892192400.7563157,2022-06-01,2022Q2,3966290126.958055,29.834398630206167,11036804006.080185,34.286343695817095,29.63435103246848,25.0,25.0,3000000000.0,25.0,25.0,0,1,0.0,0.0
601,Optimism,symphony-finance,5267.57578,5821.972910000001,2022-09-12,985133513.9616898,988237162.5068517,2022-09-01,2022Q3,992454682.3732527,10.867228658231118,276670114.919425,3.2049567913853583,11.333833715967847,10.0,10.0,0.0,10.0,10.0,0,1,0.0,0.0
564,Optimism,gamma,5308.68471,29962.861350000003,2022-07-11,294644723.84160167,298865475.6868677,2022-07-01,2022Q3,276326438.2090587,3.2465195016422936,276670114.919425,3.2049567913853583,3.3139321397215835,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
403,Fantom,moneyrain-finance,5392.81087,1723883.06588,2022-01-27,10193275947.44868,10402857302.552654,2022-01-01,2022Q1,5271454870.493362,14.49261681703181,4884712105.945583,13.84517217336593,31.845852207306674,30.0,30.0,10000000000.0,10.0,10.0,0,1,0.0,0.0
516,Fantom,summit-defi,5428.8593,28542925.34509,2021-06-16,144071899.9996921,137688607.0181898,2021-06-01,2021Q2,156190200.75680667,1.9056000590207358,1824070.7554567214,0.34842336993465756,1.208489214034799,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
838,Polygon,retrodefi,5457.98838,322321.03573,2021-11-22,4802874299.2567215,4852946921.291895,2021-11-01,2021Q4,5055038415.657716,14.75551239254096,4383704677.116872,20.201668524484514,12.27203035205081,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
129,Avalanche,antimatter,5635.80078,32406.677,2022-02-10,10900701217.136793,10646551051.4161,2022-02-01,2022Q1,9189638395.603996,27.43066062669577,11532621710.127325,32.68793118690901,30.339276963366284,30.0,30.0,10000000000.0,25.0,25.0,0,1,0.0,0.0
419,Fantom,fantompup,5773.84775,6887415.92971,2021-11-09,5691790461.304922,5351115244.044952,2021-11-01,2021Q4,5129487204.437442,14.972826275269579,1509482689.809377,6.9562324994556946,13.819938138180332,10.0,10.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
583,Optimism,ooki,5937.59169,11373.14824,2022-06-25,321696273.0551198,317810570.9358948,2022-06-01,2022Q2,334961129.0918357,2.519574597689398,444747020.7869489,1.381627254048499,3.476429210901903,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
357,Fantom,baker-guild,6190.08544,1297382.14584,2021-12-30,4625114359.34174,4764069985.35473,2021-12-01,2021Q4,4656630015.342423,11.415314539489612,1509482689.809377,6.9562324994556946,13.343036908431488,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
874,Polygon,unifi,6219.43559,54588.02226,2021-10-07,4695236847.942432,4697838015.944702,2021-10-01,2021Q4,4548431395.171724,20.219178497538547,4383704677.116872,20.201668524484514,20.3969668492778,20.0,20.0,4000000000.0,20.0,20.0,0,1,0.0,0.0
433,Fantom,furylabs-finance,6307.68959,914659.9746,2022-01-28,9147443674.2579,10193275947.44868,2022-01-01,2022Q1,5271454870.493362,14.49261681703181,4884712105.945583,13.84517217336593,31.450755410890498,30.0,30.0,9000000000.0,10.0,10.0,0,1,0.0,0.0
798,Polygon,olivedao,6602.56022,3817349.18505,2022-05-13,2770366893.84567,3117801742.44225,2022-05-01,2022Q2,3557826994.9317746,14.245139468266762,4482229770.711526,13.92425473511868,17.732458560176926,15.0,15.0,2000000000.0,10.0,10.0,0,1,0.0,0.0
722,Polygon,fatexfi,6653.24581,33256.15464,2022-06-27,1746745988.0659618,1776381693.2617133,2022-06-01,2022Q2,2480230308.705626,18.656270054907527,4482229770.711526,13.92425473511868,18.93939316078442,15.0,15.0,1000000000.0,15.0,15.0,0,1,0.0,0.0
318,Avalanche,xdollar,6797.0058,1383747.61738,2021-08-31,2064477297.6893828,2109417748.3439882,2021-08-01,2021Q3,180148092.91609204,2.1212612283533305,192014292.6749633,2.7902668775830692,18.093550182349617,15.0,15.0,2000000000.0,0.0,0.0,0,1,0.0,0.0
663,Polygon,bridge-mutual,6838.42775,6845.25935,2022-09-06,1960041411.3698735,1988488230.13894,2022-09-01,2022Q3,2031969337.933902,22.24975690480689,1656330111.5348358,19.186988957176066,21.91752624522911,20.0,20.0,1000000000.0,20.0,20.0,0,1,0.0,0.0
204,Avalanche,gondola-finance,6845.75399,23043083.01504,2021-05-15,428978246.67040133,395122643.6022339,2021-05-01,2021Q2,348394460.6980598,10.099710104932552,189166868.63427812,36.13355329137925,7.559325549648009,5.0,5.0,0.0,10.0,10.0,0,1,0.0,0.0
156,Avalanche,stonedefi,6900.79657,12659.51467,2022-01-06,11314393615.191538,11611144383.740826,2022-01-01,2022Q1,11779556274.237226,32.38510042317888,11532621710.127325,32.68793118690901,31.28354133713686,30.0,30.0,11000000000.0,30.0,30.0,0,1,0.0,0.0
813,Polygon,paprprintr,7039.96543,13644.84975,2022-01-17,5543164843.3253145,5552306522.625542,2022-01-01,2022Q1,5624501902.134633,15.463236024379508,5507295577.612607,15.609815650927278,15.270272397739355,15.0,15.0,5000000000.0,15.0,15.0,0,1,0.0,0.0
943,Solana,solanax,7217.12226,784687.10649,2022-03-04,7110743937.451473,7333928570.804119,2022-03-01,2022Q1,7411555751.13679,20.393610430937954,11222273937.146017,31.80828500564955,20.17858621307008,20.0,20.0,7000000000.0,20.0,20.0,0,1,0.0,0.0
37,Arbitrum,cougarswap,7347.23206,8129.84569,2022-09-29,1020929650.1123729,1020697627.9115418,2022-09-01,2022Q3,1006855347.0347676,11.024913758101839,746368781.1664016,8.645963423891736,12.745696307557102,10.0,10.0,1000000000.0,10.0,10.0,0,1,0.0,0.0
12,Arbitrum,arbirise-finance,7447.78121,247640.14018,2021-12-07,1919031070.1532135,1867390909.981332,2021-12-01,2021Q4,2043142467.7529128,5.008582138057935,1073899895.9495308,4.948912238476607,5.3286419390814554,5.0,5.0,1000000000.0,5.0,5.0,0,1,0.0,0.0
226,Avalanche,sushiswap-kashi,7718.72205,28736.15229,2021-09-09,2066230375.1318336,2017735544.4299972,2021-09-01,2021Q3,2275609310.9210134,17.697832735356588,192014292.6749633,2.7902668775830692,12.742992286166317,10.0,10.0,2000000000.0,15.0,15.0,0,1,0.0,0.0
811,Polygon,polyyeld-finance,7789.447950000001,346147.222,2021-11-08,5192275179.329078,5057029309.598249,2021-11-01,2021Q4,5055038415.657716,14.75551239254096,4383704677.116872,20.201668524484514,13.523320272274633,10.0,10.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
644,Polygon,atlas-usv,7966.77687,4944493.83044,2021-12-13,5055021042.842722,4963160250.53931,2021-12-01,2021Q4,5121508472.082664,12.554922751616838,4383704677.116872,20.201668524484514,14.756019730855249,10.0,10.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
485,Fantom,raven,8013.9,25071875.48034,2021-11-26,4879665506.654783,4878128112.403403,2021-11-01,2021Q4,5129487204.437442,14.972826275269579,1509482689.809377,6.9562324994556946,12.275589278673959,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
548,Optimism,barnbridge,8110.35692,108675.86597,2022-07-23,411496882.7720595,403530257.6178874,2022-07-01,2022Q3,276326438.2090587,3.2465195016422936,276670114.919425,3.2049567913853583,4.161684679827942,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
408,Fantom,draco-force,8300.33167,2854680.16347,2021-11-06,5003538475.777234,5164634975.491918,2021-11-01,2021Q4,5129487204.437442,14.972826275269579,1509482689.809377,6.9562324994556946,13.940826211958225,10.0,10.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
501,Fantom,skeleton-finance,8597.47297,917876.3696,2021-11-20,4649321096.811203,4270250553.209424,2021-11-01,2021Q4,5129487204.437442,14.972826275269579,1509482689.809377,6.9562324994556946,11.84100371183744,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
752,Polygon,solace,8609.95534,16130.54403,2022-04-11,4223831859.055424,4297542946.01045,2022-04-01,2022Q2,4633188148.45559,13.930247011047433,4482229770.711526,13.92425473511868,14.1109643626435,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
35,Arbitrum,xdollar,8618.00648,900536.88059,2021-10-22,1958791394.8233693,1991646010.773898,2021-10-01,2021Q4,1099770896.9140754,4.88882037326282,1073899895.9495308,4.948912238476607,6.370132457265232,5.0,5.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
68,Arbitrum,llamapay,8768.12052,211764.00894,2022-05-03,1594803692.3836424,1582166414.847098,2022-05-01,2022Q2,1582166414.847098,6.33481652525848,1837484287.034369,5.708230187490574,6.33481652525848,5.0,5.0,1000000000.0,5.0,5.0,0,1,0.0,0.0
791,Polygon,multi-chain-miner,8909.42354,348926.66752,2021-10-12,4341625534.523827,4316134375.39458,2021-10-01,2021Q4,4548431395.171724,20.219178497538547,4383704677.116872,20.201668524484514,15.836244388509622,15.0,15.0,4000000000.0,20.0,20.0,0,1,0.0,0.0
584,Optimism,optidoge,8926.5,8926.5,2021-12-27,333259402.5140545,330706294.50913674,2021-12-01,2021Q4,353776813.3920528,0.8672524096487912,135762266.7106851,0.6256407564447799,0.8996304305039915,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
290,Avalanche,stormswap,9024.58372,35390422.96662,2021-09-04,2312555108.4601197,2255668579.950831,2021-09-01,2021Q3,2275609310.9210134,17.697832735356588,192014292.6749633,2.7902668775830692,17.244652292813896,15.0,15.0,2000000000.0,15.0,15.0,0,1,0.0,0.0
778,Polygon,luchadores,9063.32469,25277.53766,2022-04-12,3943169743.55814,4223831859.055424,2022-04-01,2022Q2,4633188148.45559,13.930247011047433,4482229770.711526,13.92425473511868,13.992773644416879,10.0,10.0,3000000000.0,10.0,10.0,0,1,0.0,0.0
835,Polygon,railgun,9216.43228,258600.74239,2022-08-11,1908349861.690204,1847952387.3252447,2022-08-01,2022Q3,1903354267.4591086,19.648245097225356,1656330111.5348358,19.186988957176066,18.882209092957822,15.0,15.0,1000000000.0,15.0,15.0,0,1,0.0,0.0
597,Optimism,router-protocol,9332.38542,29696.97515,2022-08-26,972203453.7846532,947549029.0685686,2022-08-01,2022Q3,590676235.4508198,6.097525639689374,276670114.919425,3.2049567913853583,9.720330496049485,5.0,5.0,0.0,5.0,5.0,0,1,0.0,0.0
133,Avalanche,atlantis-loans,9460.27947,10453.79781,2022-09-05,2162270756.1499634,2164329606.9044046,2022-09-01,2022Q3,2186375299.0914807,23.94047882480514,2677377544.84711,31.01483999440786,23.884735215105252,20.0,20.0,2000000000.0,20.0,20.0,0,1,0.0,0.0
916,Solana,invictusdao,9548.25443,75280266.6784,2021-11-29,13842204397.604506,13359230259.462318,2021-11-01,2021Q4,12490514487.017164,36.459454142133204,10773600401.277042,49.64857812114191,35.48663749529624,35.0,35.0,13000000000.0,35.0,30.0,0,1,0.0,0.0
366,Fantom,sapphire-defi,9589.92993,1919812.9625,2021-10-09,5346583259.724046,4282684258.570135,2021-10-01,2021Q4,1589381908.926555,7.065292124985715,1509482689.809377,6.9562324994556946,16.887447162392434,15.0,15.0,5000000000.0,5.0,5.0,0,1,0.0,0.0
353,Fantom,spiral-finance,9608.16649,4175201.52745,2022-01-29,9179537260.603518,9147443674.2579,2022-01-01,2022Q1,5271454870.493362,14.49261681703181,4884712105.945583,13.84517217336593,29.403693554101608,25.0,25.0,9000000000.0,10.0,10.0,0,1,0.0,0.0
41,Arbitrum,debridge,9851.27362,23563.06363,2022-02-24,1603048362.5094392,1565113583.51056,2022-02-01,2022Q1,1706195631.0772665,5.092917838989182,1782578913.4949436,5.052521302106808,5.113617464812618,5.0,5.0,1000000000.0,5.0,5.0,0,1,0.0,0.0
248,Avalanche,mushrooms-finance,9880.70194,13530.93792,2022-04-08,10769127857.985823,10532872820.25094,2022-04-01,2022Q2,11177365080.74134,33.60611559866927,11036804006.080185,34.286343695817095,34.49857031157972,30.0,30.0,10000000000.0,30.0,30.0,0,1,0.0,0.0
123,Avalanche,banksy-farm,9948.55185,650070.07653,2021-12-29,11602014041.355585,11949173704.161224,2021-12-01,2021Q4,13701879717.01903,33.588940121222734,3823265970.3443656,17.618967859996502,32.468476813017425,30.0,30.0,11000000000.0,30.0,30.0,0,1,0.0,0.0
29,Arbitrum,buffer-finance,10291.55211,10311.85366,2022-09-30,1014355342.0912082,1020929650.1123729,2022-09-01,2022Q3,1006855347.0347676,11.024913758101839,746368781.1664016,8.645963423891736,12.61906457065163,10.0,10.0,1000000000.0,10.0,10.0,0,1,0.0,0.0
498,Fantom,shiba-fantom,10343.246950000002,830442.05279,2021-06-30,166589778.71344897,164376199.3523139,2021-06-01,2021Q2,156190200.75680667,1.9056000590207358,1824070.7554567214,0.34842336993465756,2.402107222352862,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
761,Polygon,macaronswap,10418.62508,587863.64278,2022-01-12,5387029394.516494,5133486824.882656,2022-01-01,2022Q1,5624501902.134633,15.463236024379508,5507295577.612607,15.609815650927278,15.832848990249653,15.0,15.0,5000000000.0,15.0,15.0,0,1,0.0,0.0
393,Fantom,farmtom,10728.95151,6706798.71725,2022-02-24,7221922746.696271,7259637941.321033,2022-02-01,2022Q1,8661703632.385084,25.854798911634113,4884712105.945583,13.84517217336593,23.719052569774774,20.0,20.0,7000000000.0,25.0,25.0,0,1,0.0,0.0
230,Avalanche,unifi,10809.39973,20384.8262,2022-02-11,10709875385.342108,10900701217.136793,2022-02-01,2022Q1,9189638395.603996,27.43066062669577,11532621710.127325,32.68793118690901,30.468029358344793,30.0,30.0,10000000000.0,25.0,25.0,0,1,0.0,0.0
296,Avalanche,symphony-finance,10844.56217,10998.58186,2022-09-12,2032643648.870194,2042351701.0906854,2022-09-01,2022Q3,2186375299.0914807,23.94047882480514,2677377544.84711,31.01483999440786,23.423197839441105,20.0,20.0,2000000000.0,20.0,20.0,0,1,0.0,0.0
116,Avalanche,snowcatdao,10849.54852,50385.89135,2021-12-27,12149494818.309942,12169003718.563274,2021-12-01,2021Q4,13701879717.01903,33.588940121222734,3823265970.3443656,17.618967859996502,33.103712375312206,30.0,30.0,12000000000.0,30.0,30.0,0,1,0.0,0.0
749,Polygon,monox,11154.46023,25176484.58462,2021-10-20,4668674891.473318,4582503977.641329,2021-10-01,2021Q4,4548431395.171724,20.219178497538547,4383704677.116872,20.201668524484514,15.29693651812851,15.0,15.0,4000000000.0,20.0,20.0,0,1,0.0,0.0
802,Polygon,wowswap,11384.13053,81113.79224,2022-02-09,5378054685.702989,5315169867.836827,2022-02-01,2022Q1,4994541603.967293,14.908483862637873,5507295577.612607,15.609815650927278,15.175967650805658,15.0,15.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
733,Polygon,gaj-finance,11496.03238,44013.29058,2021-09-22,4044089794.387118,4048164854.4991155,2021-09-01,2021Q3,5776727404.292301,44.92667298743726,5847981753.75959,84.98028746145081,24.287762232737197,20.0,20.0,4000000000.0,40.0,30.0,0,1,0.0,0.0
186,Avalanche,embr-finance,11861.19681,2233813.40041,2021-12-21,12075957587.495796,11698711275.469421,2021-12-01,2021Q4,13701879717.01903,33.588940121222734,3823265970.3443656,17.618967859996502,34.09768927693836,30.0,30.0,12000000000.0,30.0,30.0,0,1,0.0,0.0
348,Fantom,aquarius,11886.46547,5810768.19429,2021-05-29,129202750.04970938,133733117.15652324,2021-05-01,2021Q2,57440348.91093661,1.6651552701620456,1824070.7554567214,0.34842336993465756,1.7851914156206086,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
775,Polygon,kwikswap,12128.05739,107342.44482000002,2022-01-10,5209397296.125724,5130531658.213329,2022-01-01,2022Q1,5624501902.134633,15.463236024379508,5507295577.612607,15.609815650927278,15.704558138349487,15.0,15.0,5000000000.0,15.0,15.0,0,1,0.0,0.0
729,Polygon,fodl-finance,12551.07358,26354.57006,2022-09-04,2007197707.3563426,2010553969.120499,2022-09-01,2022Q3,2031969337.933902,22.24975690480689,1656330111.5348358,19.186988957176066,22.26127868132526,20.0,20.0,2000000000.0,20.0,20.0,0,1,0.0,0.0
55,Arbitrum,nested,13292.60875,13694.01245,2022-09-24,996174784.1671553,988010231.0625256,2022-09-01,2022Q3,1006855347.0347676,11.024913758101839,746368781.1664016,8.645963423891736,12.430139778070377,10.0,10.0,0.0,10.0,10.0,0,1,0.0,0.0
723,Polygon,filda,13324.338739999997,30373.70859,2021-12-31,5543775444.995243,5471061431.950505,2021-12-01,2021Q4,5121508472.082664,12.554922751616838,4383704677.116872,20.201668524484514,15.531600191681017,15.0,15.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
575,Optimism,radioshack,13342.353330000002,15324.19031,2022-08-31,980504573.960844,968464905.3060117,2022-08-01,2022Q3,590676235.4508198,6.097525639689374,276670114.919425,3.2049567913853583,10.574018344699269,10.0,10.0,0.0,5.0,5.0,0,1,0.0,0.0
325,Fantom,fantasm,13522.69026,13295344.58593,2022-03-04,9992049341.197142,11937100280.269552,2022-03-01,2022Q1,11738761494.226648,32.30033435533891,4884712105.945583,13.84517217336593,32.843762359287865,30.0,30.0,9000000000.0,30.0,30.0,0,1,0.0,0.0
829,Polygon,polyshield,14027.39145,479265.72344,2021-12-01,5098105928.855718,5075226350.305438,2021-11-01,2021Q4,5055038415.657716,14.75551239254096,4383704677.116872,20.201668524484514,12.790345990048646,10.0,10.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
322,Avalanche,zabu-finance,14046.13038,15316257.90543,2021-08-26,1769611888.9347546,1799009169.3668945,2021-08-01,2021Q3,180148092.91609204,2.1212612283533305,192014292.6749633,2.7902668775830692,16.79564435514483,15.0,15.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
119,Avalanche,alligator,14408.048930000003,1234749.18653,2022-01-28,8049365650.398995,8093049022.460072,2022-01-01,2022Q1,11779556274.237226,32.38510042317888,11532621710.127325,32.68793118690901,24.97062834813632,20.0,20.0,8000000000.0,30.0,30.0,0,1,0.0,0.0
7,Arbitrum,antimatter,14959.50001,40055.05383,2022-02-10,1740884574.3854997,1644858972.579923,2022-02-01,2022Q1,1706195631.0772665,5.092917838989182,1782578913.4949436,5.052521302106808,4.687323781549207,0.0,0.0,1000000000.0,5.0,5.0,0,1,0.0,0.0
231,Avalanche,kuu-finance,15002.26092,3779376.10481,2021-08-17,265722043.89142975,254752520.75366625,2021-08-01,2021Q3,180148092.91609204,2.1212612283533305,192014292.6749633,2.7902668775830692,2.763523963872173,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
4,Arbitrum,amy-finance,15146.49335,24781817.33947,2021-09-30,1016854699.8874955,972754724.5880651,2021-09-01,2021Q3,23486759.719096858,0.1826608561536663,13986446.814417878,0.20324486650277374,5.121023074833156,5.0,5.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
87,Arbitrum,router-protocol,15167.79343,57190.67092,2022-08-26,1009027385.0599927,997346815.6236123,2022-08-01,2022Q3,850123697.0012755,8.77579074332743,746368781.1664016,8.645963423891736,10.231175769947948,10.0,10.0,1000000000.0,5.0,5.0,0,1,0.0,0.0
561,Optimism,diamond-protocol,15252.21248,66636.16222,2022-07-01,276670114.919425,281678307.85547155,2022-06-01,2022Q3,334961129.0918357,2.519574597689398,276670114.919425,3.2049567913853583,3.218961091654988,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
720,Polygon,evolutionland,15293.61292,167597.25358,2021-10-27,4774882575.284821,4801988032.270576,2021-10-01,2021Q4,4548431395.171724,20.219178497538547,4383704677.116872,20.201668524484514,14.106083835082869,10.0,10.0,4000000000.0,20.0,20.0,0,1,0.0,0.0
696,Polygon,deltatheta,15372.721599999999,404268.77693,2022-04-06,4440626242.711,4655371748.202049,2022-04-01,2022Q2,4633188148.45559,13.930247011047433,4482229770.711526,13.92425473511868,14.100181071686094,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
842,Polygon,safeswap,15404.41643,869557.61333,2021-12-12,4963160250.53931,4849353608.294516,2021-12-01,2021Q4,5121508472.082664,12.554922751616838,4383704677.116872,20.201668524484514,14.584071565788834,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
281,Avalanche,vee-finance,15539.73722,126036204.89107,2021-09-17,2817835573.3102984,2597787618.475754,2021-09-01,2021Q3,2275609310.9210134,17.697832735356588,192014292.6749633,2.7902668775830692,13.709164028336268,10.0,10.0,2000000000.0,15.0,15.0,0,1,0.0,0.0
595,Optimism,renvm,15784.33579,21658.81713,2022-09-05,995652610.0971491,990521519.417801,2022-09-01,2022Q3,992454682.3732527,10.867228658231118,276670114.919425,3.2049567913853583,10.931026466895654,10.0,10.0,0.0,10.0,10.0,0,1,0.0,0.0
484,Fantom,radioshack,15813.69681,619882.14213,2022-08-18,799910229.918058,810248340.0958678,2022-08-01,2022Q3,886563047.4967079,9.151952607652216,861661362.6214986,9.981516929692225,7.744264658785441,5.0,5.0,0.0,5.0,5.0,0,1,0.0,0.0
719,Polygon,purefi,15955.61117,419593.37372,2022-01-04,5633084195.620432,5644013459.647573,2022-01-01,2022Q1,5624501902.134633,15.463236024379508,5507295577.612607,15.609815650927278,15.401383485287163,15.0,15.0,5000000000.0,15.0,15.0,0,1,0.0,0.0
940,Solana,scallop,16167.19791,19101.53252,2022-08-09,2543056983.229567,2600303285.034138,2022-08-01,2022Q3,2705175330.479331,27.925409805701033,2414161349.5912986,27.96573390344676,25.749884549775132,25.0,25.0,2000000000.0,25.0,25.0,0,1,0.0,0.0
846,Polygon,singular-farm,16217.54425,2405984.53476,2021-09-17,4771701710.828238,4839556268.596624,2021-09-01,2021Q3,5776727404.292301,44.92667298743726,5847981753.75959,84.98028746145081,25.539528419756913,25.0,25.0,4000000000.0,40.0,30.0,0,1,0.0,0.0
274,Avalanche,risk-harbor,16247.3199,339998.14396,2022-07-09,2787657624.264529,2796072718.8717713,2022-07-01,2022Q3,2637227028.191218,30.984400308461908,2677377544.84711,31.01483999440786,30.87837471696907,30.0,30.0,2000000000.0,30.0,30.0,0,1,0.0,0.0
450,Fantom,kogefarm,17864.5673,8881120.7029,2021-10-25,4557832895.6974125,4405445009.066268,2021-10-01,2021Q4,1589381908.926555,7.065292124985715,1509482689.809377,6.9562324994556946,13.662387037008866,10.0,10.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
377,Fantom,genesys,18050.46201,636502.76564,2021-12-28,4705750776.0575075,4850045878.149032,2021-12-01,2021Q4,4656630015.342423,11.415314539489612,1509482689.809377,6.9562324994556946,12.963091654483064,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
860,Polygon,swft,18905.89807,47582.12399,2022-09-30,1465109390.4893744,1457257200.64011,2022-09-01,2022Q3,2031969337.933902,22.24975690480689,1656330111.5348358,19.186988957176066,18.012232976973976,15.0,15.0,1000000000.0,20.0,20.0,0,1,0.0,0.0
606,Optimism,tornado-cash,19608.076,34998.624,2022-05-24,290903648.24414784,298475098.95254594,2022-05-01,2022Q2,492118240.4911413,1.9703861319453457,444747020.7869489,1.381627254048499,2.052372324899001,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
640,Polygon,argano,19626.34591,78218.67548,2022-01-09,5130531658.213329,5197786398.438054,2022-01-01,2022Q1,5624501902.134633,15.463236024379508,5507295577.612607,15.609815650927278,15.53732438072897,15.0,15.0,5000000000.0,15.0,15.0,0,1,0.0,0.0
784,Polygon,pearzap,19767.85463,53009.47413,2022-01-29,4639866659.510626,4439422692.265457,2022-01-01,2022Q1,5624501902.134633,15.463236024379508,5507295577.612607,15.609815650927278,14.270153394640946,10.0,10.0,4000000000.0,15.0,15.0,0,1,0.0,0.0
280,Avalanche,singular-farm,20330.88696,5574382.09207,2021-09-17,2817835573.3102984,2597787618.475754,2021-09-01,2021Q3,2275609310.9210134,17.697832735356588,192014292.6749633,2.7902668775830692,13.709164028336268,10.0,10.0,2000000000.0,15.0,15.0,0,1,0.0,0.0
262,Avalanche,partyswap,20393.14778,902958.79496,2021-12-05,12261660416.990335,13150428015.839663,2021-12-01,2021Q4,13701879717.01903,33.588940121222734,3823265970.3443656,17.618967859996502,33.861860125389356,30.0,30.0,12000000000.0,30.0,30.0,0,1,0.0,0.0
