,chain,protocol,current_usd_tvl,max_usd_tvl,launch_date,totalLiquidityUSD,last_day_tvl,month,quarter,start_of_month_tvl,monthly_tvl_share,start_of_quarter_tvl,quarterly_tvl_share,chains_tvl_share,chains_tvl_share_floor,chains_tvl_share_floor_sort,monthly_tvl_floor,monthly_tvl_share_floor,monthly_tvl_share_floor_sort,num_protocols_threshold,num_protocols,num_protocols_threshold_pct_chain,num_protocols_threshold_pct_share
1326,Solana,solanax,7217.12226,784687.10649,2022-03-04,7110743937.451473,7333928570.804119,2022-03-01,2022Q1,7411555751.13679,15.231670547002384,11222273937.146017,21.903619062536535,15.077095216875577,15.0,15.0,7000000000.0,15.0,15.0,0,1,0.0,0.0
37,Arbitrum,cougarswap,7347.23206,8129.84569,2022-09-29,1020929650.1123729,1020697627.9115418,2022-09-01,2022Q3,1006855347.0347676,6.372924806377379,746368781.1664016,5.049247385007756,6.939564420384789,5.0,5.0,1000000000.0,5.0,5.0,0,1,0.0,0.0
530,Binance,oni-exchange,7399.57867,20004.79632,2022-02-06,12820858468.43023,12628721138.958023,2022-02-01,2022Q1,11960419298.786104,26.18835043307555,15761423531.844334,30.76312509019138,27.085182235193095,25.0,25.0,12000000000.0,25.0,25.0,0,1,0.0,0.0
12,Arbitrum,arbirise-finance,7447.78121,247640.14018,2021-12-07,1919031070.1532135,1867390909.981332,2021-12-01,2021Q4,2043142467.7529128,3.403051881436315,1073899895.9495308,2.730456771391697,3.618249508995642,0.0,0.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
226,Avalanche,sushiswap-kashi,7718.72205,28736.15229,2021-09-09,2066230375.1318336,2017735544.4299972,2021-09-01,2021Q3,2275609310.9210134,6.749832388302961,192014292.6749633,0.9288148537407415,5.810864573036335,5.0,5.0,2000000000.0,5.0,5.0,0,1,0.0,0.0
1194,Polygon,polyyeld-finance,7789.447950000001,346147.222,2021-11-08,5192275179.329078,5057029309.598249,2021-11-01,2021Q4,5055038415.657716,9.324345154461984,4383704677.116872,11.14583972357302,8.689692730401864,5.0,5.0,5000000000.0,5.0,5.0,0,1,0.0,0.0
1027,Polygon,atlas-usv,7966.77687,4944493.83044,2021-12-13,5055021042.842722,4963160250.53931,2021-12-01,2021Q4,5121508472.082664,8.530368937454185,4383704677.116872,11.14583972357302,9.949404425428849,5.0,5.0,5000000000.0,5.0,5.0,0,1,0.0,0.0
868,Fantom,raven,8013.9,25071875.48034,2021-11-26,4879665506.654783,4878128112.403403,2021-11-01,2021Q4,5129487204.437442,9.461670758311719,1509482689.809377,3.8379529109129034,8.330518893027005,5.0,5.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
931,Optimism,barnbridge,8110.35692,108675.86597,2022-07-23,411496882.7720595,403530257.6178874,2022-07-01,2022Q3,276326438.2090587,1.8811887029364587,276670114.919425,1.8716965252533098,2.4418248753211147,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
791,Fantom,draco-force,8300.33167,2854680.16347,2021-11-06,5003538475.777234,5164634975.491918,2021-11-01,2021Q4,5129487204.437442,9.461670758311719,1509482689.809377,3.8379529109129034,8.967713100569277,5.0,5.0,5000000000.0,5.0,5.0,0,1,0.0,0.0
417,Binance,marshmallowdefi,8412.09552,105262.58423,2021-11-20,18702640558.579372,18038260331.57603,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,33.263401660257635,30.0,30.0,18000000000.0,35.0,30.0,0,1,0.0,0.0
884,Fantom,skeleton-finance,8597.47297,917876.3696,2021-11-20,4649321096.811203,4270250553.209424,2021-11-01,2021Q4,5129487204.437442,9.461670758311719,1509482689.809377,3.8379529109129034,7.874543150521873,5.0,5.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
1135,Polygon,solace,8609.95534,16130.54403,2022-04-11,4223831859.055424,4297542946.01045,2022-04-01,2022Q2,4633188148.45559,9.767779233038434,4482229770.711526,9.722449914994712,9.690485837872695,5.0,5.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
35,Arbitrum,xdollar,8618.00648,900536.88059,2021-10-22,1958791394.8233693,1991646010.773898,2021-10-01,2021Q4,1099770896.9140754,2.7197167499844124,1073899895.9495308,2.730456771391697,3.800742834432016,0.0,0.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
424,Binance,buffer-finance,8693.29677,240019.07052,2021-12-01,19099455529.87555,19107301873.216454,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,32.425314270902554,30.0,30.0,19000000000.0,35.0,30.0,0,1,0.0,0.0
68,Arbitrum,llamapay,8768.12052,211764.00894,2022-05-03,1594803692.3836424,1582166414.847098,2022-05-01,2022Q2,1582166414.847098,4.2270549984762535,1837484287.034369,3.9857057456127434,4.2270549984762535,0.0,0.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
1174,Polygon,multi-chain-miner,8909.42354,348926.66752,2021-10-12,4341625534.523827,4316134375.39458,2021-10-01,2021Q4,4548431395.171724,11.248201863055854,4383704677.116872,11.14583972357302,9.332700163820276,5.0,5.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
967,Optimism,optidoge,8926.5,8926.5,2021-12-27,333259402.5140545,330706294.50913674,2021-12-01,2021Q4,353776813.3920528,0.5892495846099586,135762266.7106851,0.3451839429706927,0.6154850054908906,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
290,Avalanche,stormswap,9024.58372,35390422.96662,2021-09-04,2312555108.4601197,2255668579.950831,2021-09-01,2021Q3,2275609310.9210134,6.749832388302961,192014292.6749633,0.9288148537407415,6.625507538665721,5.0,5.0,2000000000.0,5.0,5.0,0,1,0.0,0.0
1161,Polygon,luchadores,9063.32469,25277.53766,2022-04-12,3943169743.55814,4223831859.055424,2022-04-01,2022Q2,4633188148.45559,9.767779233038434,4482229770.711526,9.722449914994712,9.64977450604964,5.0,5.0,3000000000.0,5.0,5.0,0,1,0.0,0.0
1218,Polygon,railgun,9216.43228,258600.74239,2022-08-11,1908349861.690204,1847952387.3252447,2022-08-01,2022Q3,1903354267.4591086,11.449579853148965,1656330111.5348358,11.20521208203148,10.865569469642331,10.0,10.0,1000000000.0,10.0,10.0,0,1,0.0,0.0
610,Binance,octus-bridge,9270.66766,17966.45311,2022-04-16,12982402056.924282,12859501198.21916,2022-04-01,2022Q2,13924260442.754465,29.355402291075183,13665737290.56265,29.64248892976308,30.50312371855529,30.0,30.0,12000000000.0,25.0,25.0,0,1,0.0,0.0
980,Optimism,router-protocol,9332.38542,29696.97515,2022-08-26,972203453.7846532,947549029.0685686,2022-08-01,2022Q3,590676235.4508198,3.553198078138061,276670114.919425,1.8716965252533098,5.692674279892758,5.0,5.0,0.0,0.0,0.0,0,1,0.0,0.0
409,Binance,smbswap,9398.57546,30057.11315,2022-04-11,13300503108.230547,13623844950.108042,2022-04-01,2022Q2,13924260442.754465,29.355402291075183,13665737290.56265,29.64248892976308,30.72026928060264,30.0,30.0,13000000000.0,25.0,25.0,0,1,0.0,0.0
133,Avalanche,atlantis-loans,9460.27947,10453.79781,2022-09-05,2162270756.1499634,2164329606.9044046,2022-09-01,2022Q3,2186375299.0914807,13.83873604154353,2677377544.84711,18.11268357965226,13.751054821703947,10.0,10.0,2000000000.0,10.0,10.0,0,1,0.0,0.0
634,Binance,premia,9496.0675,13684.228,2021-06-26,13078333990.512302,13372220092.050768,2021-06-01,2021Q2,14388785537.667942,63.667088791431134,7620366223.82248,93.57157452410992,65.23542725598537,65.0,50.0,13000000000.0,60.0,30.0,0,1,0.0,0.0
1299,Solana,invictusdao,9548.25443,75280266.6784,2021-11-29,13842204397.604506,13359230259.462318,2021-11-01,2021Q4,12490514487.017164,23.039561454767348,10773600401.277042,27.392544015403907,23.7546113699471,20.0,20.0,13000000000.0,20.0,20.0,0,1,0.0,0.0
749,Fantom,sapphire-defi,9589.92993,1919812.9625,2021-10-09,5346583259.724046,4282684258.570135,2021-10-01,2021Q4,1589381908.926555,3.9305173577142583,1509482689.809377,3.8379529109129034,9.71388657430596,5.0,5.0,5000000000.0,0.0,0.0,0,1,0.0,0.0
484,Binance,pearzap,9597.14146,23522.3342,2022-01-29,12043202649.037792,12022419910.518835,2022-01-01,2022Q1,16099248823.163715,30.564548964803567,15761423531.844334,30.76312509019138,27.744520040567828,25.0,25.0,12000000000.0,30.0,30.0,0,1,0.0,0.0
736,Fantom,spiral-finance,9608.16649,4175201.52745,2022-01-29,9179537260.603518,9147443674.2579,2022-01-01,2022Q1,5271454870.493362,10.007898025225035,4884712105.945583,9.533974468814513,21.109846123271968,20.0,20.0,9000000000.0,10.0,10.0,0,1,0.0,0.0
368,Binance,wasabix,9643.25341,11765906.06703,2021-07-09,14784442120.016233,14618686420.777327,2021-07-01,2021Q3,13863529434.987942,65.72673090864035,13765337983.589483,66.58593070236918,64.57129736974854,60.0,50.0,14000000000.0,65.0,30.0,0,1,0.0,0.0
419,Binance,unilend,9654.81417,27546.89197,2021-11-20,18702640558.579372,18038260331.57603,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,33.263401660257635,30.0,30.0,18000000000.0,35.0,30.0,0,1,0.0,0.0
410,Binance,bridge-mutual,9665.97775,20085.01199,2022-09-02,6444165832.398492,6439283456.367097,2022-09-01,2022Q3,6444165832.398492,40.78856452483413,5960947850.685903,40.32631201456031,41.00565807145329,40.0,40.0,6000000000.0,40.0,30.0,0,1,0.0,0.0
41,Arbitrum,debridge,9851.27362,23563.06363,2022-02-24,1603048362.5094392,1565113583.51056,2022-02-01,2022Q1,1706195631.0772665,3.7358597535597173,1782578913.4949436,3.47923510767847,3.683870723926492,0.0,0.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
248,Avalanche,mushrooms-finance,9880.70194,13530.93792,2022-04-08,10769127857.985823,10532872820.25094,2022-04-01,2022Q2,11177365080.74134,23.564342957267392,11036804006.080185,23.94004316152976,23.748883367216514,20.0,20.0,10000000000.0,20.0,20.0,0,1,0.0,0.0
123,Avalanche,banksy-farm,9948.55185,650070.07653,2021-12-29,11602014041.355585,11949173704.161224,2021-12-01,2021Q4,13701879717.01903,22.821809191552994,3823265970.3443656,9.720889718801896,22.19692891738991,20.0,20.0,11000000000.0,20.0,20.0,0,1,0.0,0.0
29,Arbitrum,buffer-finance,10291.55211,10311.85366,2022-09-30,1014355342.0912082,1020929650.1123729,2022-09-01,2022Q3,1006855347.0347676,6.372924806377379,746368781.1664016,5.049247385007756,6.855908801199318,5.0,5.0,1000000000.0,5.0,5.0,0,1,0.0,0.0
1350,xDai,dehive,10321.97867,128372.32594,2022-02-10,221381771.31415835,219444398.83359742,2022-02-01,2022Q1,209004854.7966387,0.4576338205955676,192392008.45268095,0.375510461375846,0.45251092343882826,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
881,Fantom,shiba-fantom,10343.246950000002,830442.05279,2021-06-30,166589778.71344897,164376199.3523139,2021-06-01,2021Q2,156190200.75680667,0.69110595566961,1824070.7554567214,0.02239802755120765,0.781879651022181,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
452,Binance,cougarswap,10388.75327,69114.1235,2021-11-19,18038260331.57603,19214313629.97528,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,34.193078552880905,30.0,30.0,18000000000.0,35.0,30.0,0,1,0.0,0.0
465,Binance,debridge,10401.44646,25593.26976,2022-02-24,11521925620.468983,11643840064.616825,2022-02-01,2022Q1,11960419298.786104,26.18835043307555,15761423531.844334,30.76312509019138,27.406574180968928,25.0,25.0,11000000000.0,25.0,25.0,0,1,0.0,0.0
684,Binance,the-grand-banks,10417.65131,4466606.59049,2021-08-02,15764430772.525055,15874201294.012741,2021-08-01,2021Q3,15764430772.525055,64.88490762533219,13765337983.589483,66.58593070236918,65.11505635012486,65.0,50.0,15000000000.0,60.0,30.0,0,1,0.0,0.0
1144,Polygon,macaronswap,10418.62508,587863.64278,2022-01-12,5387029394.516494,5133486824.882656,2022-01-01,2022Q1,5624501902.134633,10.678160557595639,5507295577.612607,10.749132045113532,10.90250966746767,10.0,10.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
776,Fantom,farmtom,10728.95151,6706798.71725,2022-02-24,7221922746.696271,7259637941.321033,2022-02-01,2022Q1,8661703632.385084,18.965533264821754,4884712105.945583,9.533974468814513,17.087301496900015,15.0,15.0,7000000000.0,15.0,15.0,0,1,0.0,0.0
458,Binance,cryptoswap,10768.91319,19644.80128,2022-05-09,11033669440.791075,11750616666.508282,2022-05-01,2022Q2,12168962270.714205,32.51167027057802,13665737290.56265,29.64248892976308,32.39896472364505,30.0,30.0,11000000000.0,30.0,30.0,0,1,0.0,0.0
230,Avalanche,unifi,10809.39973,20384.8262,2022-02-11,10709875385.342108,10900701217.136793,2022-02-01,2022Q1,9189638395.603996,20.12149111542845,11532621710.127325,22.509355425270332,22.156725932869882,20.0,20.0,10000000000.0,20.0,20.0,0,1,0.0,0.0
296,Avalanche,symphony-finance,10844.56217,10998.58186,2022-09-12,2032643648.870194,2042351701.0906854,2022-09-01,2022Q3,2186375299.0914807,13.83873604154353,2677377544.84711,18.11268357965226,13.058492049399048,10.0,10.0,2000000000.0,10.0,10.0,0,1,0.0,0.0
116,Avalanche,snowcatdao,10849.54852,50385.89135,2021-12-27,12149494818.309942,12169003718.563274,2021-12-01,2021Q4,13701879717.01903,22.821809191552994,3823265970.3443656,9.720889718801896,22.648009562852923,20.0,20.0,12000000000.0,20.0,20.0,0,1,0.0,0.0
580,Binance,mahadao,10867.16784,818650.9616199998,2022-02-25,11541510891.198633,11521925620.468983,2022-02-01,2022Q1,11960419298.786104,26.18835043307555,15761423531.844334,30.76312509019138,27.465784607076298,25.0,25.0,11000000000.0,25.0,25.0,0,1,0.0,0.0
561,Binance,koala-defi,10904.82974,1313522.68201,2021-10-18,19720525415.30627,19688092259.643005,2021-10-01,2021Q4,17891639762.630096,44.245753805316426,17580962616.15021,44.70068262778529,39.350437148716026,35.0,35.0,19000000000.0,40.0,30.0,0,1,0.0,0.0
1341,xDai,boringdao,11118.82632,219568.60098,2022-05-02,284832222.60245293,285864088.6544977,2022-05-01,2022Q2,284832222.60245293,0.7609828264463288,246030384.32864082,0.5336669942340756,0.779511605862484,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
1132,Polygon,monox,11154.46023,25176484.58462,2021-10-20,4668674891.473318,4582503977.641329,2021-10-01,2021Q4,4548431395.171724,11.248201863055854,4383704677.116872,11.14583972357302,9.19107561858466,5.0,5.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
704,Binance,yogi-finance,11186.14869,2592830.43788,2021-05-21,14524264462.293228,15841434328.046068,2021-05-01,2021Q2,29892159882.953514,89.61975537236705,7620366223.82248,93.57157452410992,71.58082208333477,70.0,50.0,14000000000.0,85.0,30.0,0,1,0.0,
1185,Polygon,wowswap,11384.13053,81113.79224,2022-02-09,5378054685.702989,5315169867.836827,2022-02-01,2022Q1,4994541603.967293,10.935971600138284,5507295577.612607,10.749132045113532,10.991590209325718,10.0,10.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
1116,Polygon,gaj-finance,11496.03238,44013.29058,2021-09-22,4044089794.387118,4048164854.4991155,2021-09-01,2021Q3,5776727404.292301,17.134725870895718,5847981753.75959,28.2879583682417,12.22077675296597,10.0,10.0,4000000000.0,15.0,15.0,0,1,0.0,0.0
186,Avalanche,embr-finance,11861.19681,2233813.40041,2021-12-21,12075957587.495796,11698711275.469421,2021-12-01,2021Q4,13701879717.01903,22.821809191552994,3823265970.3443656,9.720889718801896,23.07691372926414,20.0,20.0,12000000000.0,20.0,20.0,0,1,0.0,0.0
731,Fantom,aquarius,11886.46547,5810768.19429,2021-05-29,129202750.04970938,133733117.15652324,2021-05-01,2021Q2,57440348.91093661,0.17221204617057997,1824070.7554567214,0.02239802755120765,0.6138171297541971,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
492,Binance,ecodefi,11899.02665,620001.90688,2022-05-20,8837759392.069653,8514085848.615351,2022-05-01,2022Q2,12168962270.714205,32.51167027057802,13665737290.56265,29.64248892976308,36.8776737259467,35.0,35.0,8000000000.0,30.0,30.0,0,1,0.0,0.0
1158,Polygon,kwikswap,12128.05739,107342.44482000002,2022-01-10,5209397296.125724,5130531658.213329,2022-01-01,2022Q1,5624501902.134633,10.678160557595639,5507295577.612607,10.749132045113532,10.832917045215153,10.0,10.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
1112,Polygon,fodl-finance,12551.07358,26354.57006,2022-09-04,2007197707.3563426,2010553969.120499,2022-09-01,2022Q3,2031969337.933902,12.861418313618017,1656330111.5348358,11.20521208203148,12.7997686074805,10.0,10.0,2000000000.0,10.0,10.0,0,1,0.0,0.0
402,Binance,bishares,12679.51542,7178374.03,2021-10-29,20170874801.562653,19650758598.075577,2021-10-01,2021Q4,17891639762.630096,44.245753805316426,17580962616.15021,44.70068262778529,37.37866075065235,35.0,35.0,20000000000.0,40.0,30.0,0,1,0.0,0.0
55,Arbitrum,nested,13292.60875,13694.01245,2022-09-24,996174784.1671553,988010231.0625256,2022-09-01,2022Q3,1006855347.0347676,6.372924806377379,746368781.1664016,5.049247385007756,6.731091991279567,5.0,5.0,0.0,5.0,5.0,0,1,0.0,0.0
1106,Polygon,filda,13324.338739999997,30373.70859,2021-12-31,5543775444.995243,5471061431.950505,2021-12-01,2021Q4,5121508472.082664,8.530368937454185,4383704677.116872,11.14583972357302,10.669165815362295,10.0,10.0,5000000000.0,5.0,5.0,0,1,0.0,0.0
958,Optimism,radioshack,13342.353330000002,15324.19031,2022-08-31,980504573.960844,968464905.3060117,2022-08-01,2022Q3,590676235.4508198,3.553198078138061,276670114.919425,1.8716965252533098,6.089637837497283,5.0,5.0,0.0,0.0,0.0,0,1,0.0,0.0
708,Fantom,fantasm,13522.69026,13295344.58593,2022-03-04,9992049341.197142,11937100280.269552,2022-03-01,2022Q1,11738761494.226648,24.124617518052553,4884712105.945583,9.533974468814513,24.54029866823244,20.0,20.0,9000000000.0,20.0,20.0,0,1,0.0,0.0
1212,Polygon,polyshield,14027.39145,479265.72344,2021-12-01,5098105928.855718,5075226350.305438,2021-11-01,2021Q4,5055038415.657716,9.324345154461984,4383704677.116872,11.14583972357302,8.612718346973873,5.0,5.0,5000000000.0,5.0,5.0,0,1,0.0,0.0
322,Avalanche,zabu-finance,14046.13038,15316257.90543,2021-08-26,1769611888.9347546,1799009169.3668945,2021-08-01,2021Q3,180148092.91609204,0.741472529925553,192014292.6749633,0.9288148537407415,5.703582718988405,5.0,5.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
595,Binance,multi-chain-miner,14240.16699,1741534.04759,2021-10-12,19441188243.546337,18944134203.31358,2021-10-01,2021Q4,17891639762.630096,44.245753805316426,17580962616.15021,44.70068262778529,40.96256256306546,40.0,40.0,19000000000.0,40.0,30.0,0,1,0.0,0.0
119,Avalanche,alligator,14408.048930000003,1234749.18653,2022-01-28,8049365650.398995,8093049022.460072,2022-01-01,2022Q1,11779556274.237226,22.36357910125342,11532621710.127325,22.509355425270332,18.10614425135128,15.0,15.0,8000000000.0,20.0,20.0,0,1,0.0,0.0
7,Arbitrum,antimatter,14959.50001,40055.05383,2022-02-10,1740884574.3854997,1644858972.579923,2022-02-01,2022Q1,1706195631.0772665,3.7358597535597173,1782578913.4949436,3.47923510767847,3.3918234257288624,0.0,0.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
231,Avalanche,kuu-finance,15002.26092,3779376.10481,2021-08-17,265722043.89142975,254752520.75366625,2021-08-01,2021Q3,180148092.91609204,0.741472529925553,192014292.6749633,0.9288148537407415,0.9069688219439015,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
4,Arbitrum,amy-finance,15146.49335,24781817.33947,2021-09-30,1016854699.8874955,972754724.5880651,2021-09-01,2021Q3,23486759.719096858,0.06966560151051868,13986446.814417878,0.06765548215869907,2.746946858848871,0.0,0.0,1000000000.0,0.0,0.0,0,1,0.0,0.0
87,Arbitrum,router-protocol,15167.79343,57190.67092,2022-08-26,1009027385.0599927,997346815.6236123,2022-08-01,2022Q3,850123697.0012755,5.113897775249259,746368781.1664016,5.049247385007756,5.991848855583208,5.0,5.0,1000000000.0,5.0,5.0,0,1,0.0,0.0
413,Binance,bscstation,15196.013340000001,11493301.15559,2021-11-12,20491864681.15285,20306756419.757416,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,35.28891940663178,35.0,35.0,20000000000.0,35.0,30.0,0,1,0.0,0.0
944,Optimism,diamond-protocol,15252.21248,66636.16222,2022-07-01,276670114.919425,281678307.85547155,2022-06-01,2022Q3,334961129.0918357,1.5218474183384658,276670114.919425,1.8716965252533098,1.8878520139794956,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
1103,Polygon,evolutionland,15293.61292,167597.25358,2021-10-27,4774882575.284821,4801988032.270576,2021-10-01,2021Q4,4548431395.171724,11.248201863055854,4383704677.116872,11.14583972357302,8.659761977808902,5.0,5.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
541,Binance,kaco-finance,15298.34364,1953622.20533,2021-12-25,16703969966.855366,16799789051.174322,2021-12-01,2021Q4,19103459012.79554,31.818663241303334,17580962616.15021,44.70068262778529,31.103775293469287,30.0,30.0,16000000000.0,30.0,30.0,0,1,0.0,0.0
1079,Polygon,deltatheta,15372.721599999999,404268.77693,2022-04-06,4440626242.711,4655371748.202049,2022-04-01,2022Q2,4633188148.45559,9.767779233038434,4482229770.711526,9.722449914994712,9.830851180410143,5.0,5.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
1225,Polygon,safeswap,15404.41643,869557.61333,2021-12-12,4963160250.53931,4849353608.294516,2021-12-01,2021Q4,5121508472.082664,8.530368937454185,4383704677.116872,11.14583972357302,9.849755514490925,5.0,5.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
281,Avalanche,vee-finance,15539.73722,126036204.89107,2021-09-17,2817835573.3102984,2597787618.475754,2021-09-01,2021Q3,2275609310.9210134,6.749832388302961,192014292.6749633,0.9288148537407415,6.768712434401728,5.0,5.0,2000000000.0,5.0,5.0,0,1,0.0,0.0
555,Binance,neku,15662.26497,624189.91143,2021-11-16,19944143796.76897,20647332950.853977,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,35.09455760390271,35.0,35.0,19000000000.0,35.0,30.0,0,1,0.0,0.0
978,Optimism,renvm,15784.33579,21658.81713,2022-09-05,995652610.0971491,990521519.417801,2022-09-01,2022Q3,992454682.3732527,6.2817753147250075,276670114.919425,1.8716965252533098,6.2932723704099285,5.0,5.0,0.0,5.0,5.0,0,1,0.0,0.0
867,Fantom,radioshack,15813.69681,619882.14213,2022-08-18,799910229.918058,810248340.0958678,2022-08-01,2022Q3,886563047.4967079,5.333097774128763,861661362.6214986,5.829211365432005,4.593602905548187,0.0,0.0,0.0,5.0,5.0,0,1,0.0,0.0
1102,Polygon,purefi,15955.61117,419593.37372,2022-01-04,5633084195.620432,5644013459.647573,2022-01-01,2022Q1,5624501902.134633,10.678160557595639,5507295577.612607,10.749132045113532,10.620590670318569,10.0,10.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
1323,Solana,scallop,16167.19791,19101.53252,2022-08-09,2543056983.229567,2600303285.034138,2022-08-01,2022Q3,2705175330.479331,16.272914345283418,2414161349.5912986,16.3320039489875,14.939679129359112,10.0,10.0,2000000000.0,15.0,15.0,0,1,0.0,0.0
1229,Polygon,singular-farm,16217.54425,2405984.53476,2021-09-17,4771701710.828238,4839556268.596624,2021-09-01,2021Q3,5776727404.292301,17.134725870895718,5847981753.75959,28.2879583682417,12.609793217606152,10.0,10.0,4000000000.0,15.0,15.0,0,1,0.0,0.0
1338,xDai,augmented-finance,16229.123390000002,179403.85907,2022-04-12,280684567.20508015,284989518.01182646,2022-04-01,2022Q2,249208899.91429806,0.5253871501166314,246030384.32864082,0.5336669942340756,0.651087608874871,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
274,Avalanche,risk-harbor,16247.3199,339998.14396,2022-07-09,2787657624.264529,2796072718.8717713,2022-07-01,2022Q3,2637227028.191218,17.953843738826762,2677377544.84711,18.11268357965226,17.988075616826784,15.0,15.0,2000000000.0,15.0,15.0,0,1,0.0,0.0
453,Binance,seeder-finance,16506.41273,2985910.27512,2021-11-19,18038260331.57603,19214313629.97528,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,34.193078552880905,30.0,30.0,18000000000.0,35.0,30.0,0,1,0.0,0.0
446,Binance,complus-network,16850.56981,17551.19463,2022-08-29,6360828093.397382,6430033008.609222,2022-08-01,2022Q3,6718643950.658284,40.41583415820456,5960947850.685903,40.32631201456031,40.22685325616217,40.0,40.0,6000000000.0,40.0,30.0,0,1,0.0,0.0
373,Binance,arenaswap,17031.93654,1061518.61693,2021-11-13,20533210392.665638,20491864681.15285,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,35.18949465133204,35.0,35.0,20000000000.0,35.0,30.0,0,1,0.0,0.0
833,Fantom,kogefarm,17864.5673,8881120.7029,2021-10-25,4557832895.6974125,4405445009.066268,2021-10-01,2021Q4,1589381908.926555,3.9305173577142583,1509482689.809377,3.8379529109129034,8.250046520606034,5.0,5.0,4000000000.0,0.0,0.0,0,1,0.0,0.0
760,Fantom,genesys,18050.46201,636502.76564,2021-12-28,4705750776.0575075,4850045878.149032,2021-12-01,2021Q4,4656630015.342423,7.756068793524914,1509482689.809377,3.8379529109129034,8.852999912580424,5.0,5.0,4000000000.0,5.0,5.0,0,1,0.0,0.0
1243,Polygon,swft,18905.89807,47582.12399,2022-09-30,1465109390.4893744,1457257200.64011,2022-09-01,2022Q3,2031969337.933902,12.861418313618017,1656330111.5348358,11.20521208203148,9.78600481079174,5.0,5.0,1000000000.0,10.0,10.0,0,1,0.0,0.0
459,Binance,crystl-finance,19132.66627,105866.13355,2022-07-09,6254196191.362175,6300675592.601846,2022-07-01,2022Q3,5989002739.112766,40.772227108253226,5960947850.685903,40.32631201456031,40.53436387110452,40.0,40.0,6000000000.0,40.0,30.0,0,1,0.0,0.0
989,Optimism,tornado-cash,19608.076,34998.624,2022-05-24,290903648.24414784,298475098.95254594,2022-05-01,2022Q2,492118240.4911413,1.3147863895912941,444747020.7869489,0.9647052595783838,1.2534545197289355,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0
1023,Polygon,argano,19626.34591,78218.67548,2022-01-09,5130531658.213329,5197786398.438054,2022-01-01,2022Q1,5624501902.134633,10.678160557595639,5507295577.612607,10.749132045113532,10.789584185691913,10.0,10.0,5000000000.0,10.0,10.0,0,1,0.0,0.0
1167,Polygon,pearzap,19767.85463,53009.47413,2022-01-29,4639866659.510626,4439422692.265457,2022-01-01,2022Q1,5624501902.134633,10.678160557595639,5507295577.612607,10.749132045113532,10.244996662139968,10.0,10.0,4000000000.0,10.0,10.0,0,1,0.0,0.0
620,Binance,paprprintr,19936.92795,55534.68638,2022-01-17,14378926321.577297,14580794918.414951,2022-01-01,2022Q1,16099248823.163715,30.564548964803567,15761423531.844334,30.76312509019138,28.507676957616795,25.0,25.0,14000000000.0,30.0,30.0,0,1,0.0,0.0
280,Avalanche,singular-farm,20330.88696,5574382.09207,2021-09-17,2817835573.3102984,2597787618.475754,2021-09-01,2021Q3,2275609310.9210134,6.749832388302961,192014292.6749633,0.9288148537407415,6.768712434401728,5.0,5.0,2000000000.0,5.0,5.0,0,1,0.0,0.0
